,Peak Frequency,Lower Frequency Bound,Upper Frequency Bound,Frequency Span,Peak Time,Event Onset Time,Event Offset Time,Event Duration,Peak Power,Normalized Peak Power,Trial,Recording Time,Reaction Time,Reach Time,Grip Time,layout,position
117,42,31,63,32,1.7058529264632314,1.6768384192096046,1.7348674337168584,0.058029017399999994,8970.220450801562,11.899523875110729,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
118,43,32,66,34,1.7028514257128564,1.6738369184592294,1.7318659329664832,0.058029017399999994,8954.947245091478,12.03273125861565,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
119,48,41,55,14,1.5207603801900949,1.4947473736868433,1.5827913956978488,0.08804402639999999,2747.9195568978066,3.8379872582536017,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
120,49,38,58,20,1.0435217608804401,1.0205102551275638,1.070535267633817,0.050025015,5901.074263069248,8.246492207150553,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
121,55,47,63,16,1.9009504752376187,1.8639319659829914,1.9279639819909953,0.0640320192,2622.6445276205127,3.47661189244288,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
122,56,47,66,19,0.5642821410705352,0.5402701350675337,0.5862931465732866,0.0460230138,4441.2135314412335,5.828421246437731,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
123,58,47,69,22,0.41720860430215106,0.3951975987993997,0.4372186093046523,0.0420210126,4825.045607222208,6.228647411818049,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
124,59,50,67,17,0.6493246623311655,0.6233116558279139,0.6773386693346672,0.05402701619999999,5031.858012859153,6.468528980682145,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
125,66,53,80,28,1.2206103051525763,1.200600300150075,1.2376188094047023,0.0370185111,7450.560932204749,9.691358085140351,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
126,75,61,80,30,1.9469734867433715,1.9329664832416207,1.9619809904952474,0.029014508699999997,2347.4304318060363,3.0843015073732594,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
127,78,68,80,22,0.3281640820410205,0.31015507753876936,0.36718359179589793,0.057028517099999995,5487.370518145033,7.1792265425264254,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
128,79,64,80,32,1.5967983991995998,1.5807903951975988,1.6098049024512255,0.029014508699999997,2857.2329102054496,3.7386683592071086,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
129,80,72,80,18,0.7333666833416708,0.7183591795897949,0.7463731865932965,0.0280140084,3927.7753675930853,5.137986951976219,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
130,80,69,80,24,0.8864432216108054,0.8694347173586793,0.9054527263631815,0.0360180108,3690.6961818867308,4.827859806520127,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
131,80,67,80,28,1.0165082541270634,0.9984992496248123,1.0325162581290646,0.034017010199999996,8215.50766563259,10.746839429299538,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
132,80,64,80,34,1.5097548774387193,1.4967483741870935,1.52376188094047,0.027013508099999996,4375.7219302032,5.723953148735516,4,76.61566666666667,0.47409999999999286,0.3378666666666703,0.5712999999999937,1,3
